taxtree,Proteobacteria,Planctomycetota,Verrucomicrobiota,Firmicutes,Actinobacteriota,Desulfobacterota,Bacteroidota,Chloroflexi,Cyanobacteria,Fusobacteriota,Myxococcota,SAR324_clade(Marine_group_B),Bdellovibrionota,Dependentiae,Spirochaetota,Deferribacterota,Synergistota,Patescibacteria,Acidobacteriota,d__Archaea;Thermoplasmatota,Elusimicrobiota,WPS-2,Campilobacterota,d__Archaea;Euryarchaeota,d__Archaea;Crenarchaeota,Fibrobacterota,NB1-j,Rs-K70_termite_group,d__Archaea;Halobacterota,d__Archaea;Nanoarchaeota,Gemmatimonadota,Latescibacterota,PAUC34f,Armatimonadota,MBNT15,Dadabacteria,Poribacteria,Sva0485,Entotheonellaeota,Halanaerobiaeota,Hydrogenedentes,Schekmanbacteria,Nitrospirota,Sumerlaeota,Deinococcota,Nitrospinota,Modulibacteria,FW113,AncK6,WS2,Calditrichota,Methylomirabilota,Cloacimonadota,Zixibacteria,Marinimicrobia_(SAR406_clade),RCP2-54,Abditibacteriota
Podarcis_siculus,51454,0,207,3186,206,229,7609,0,4,10,0,0,0,0,0,9,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cricetus_cricetus,853,0,5,48124,2159,781,84242,0,1337,19,0,0,0,0,83,0,0,18,0,0,29,0,1085,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lynx_lynx,4932,0,60,161095,3984,0,3082,0,0,8760,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sander_lucioperca,130,0,0,20503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turdus_merula,17067,0,448,27945,666,214,9764,0,0,196,0,0,0,0,0,37,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ciconia_ciconia,1962,0,0,66829,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corvus_frugilegus,14690,68,4,1790,938,0,145,24,0,11,103,0,6,0,12,0,0,0,17,0,0,0,2988,0,121,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Macropus_fuliginosus,10991,143,11797,133875,1980,285,21098,3,462,32,7,0,0,0,123,0,0,3,7,33,0,0,63,441,0,112,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vespadelus_baverstocki,5565,3,2,41438,394,82,52,0,0,12,0,0,0,0,8,0,10,0,4,0,0,0,123,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phascolarctos_cinereus,73413,379,23,33978,1380,2699,16691,0,1860,0,2,0,0,0,0,8,160,0,0,0,0,0,2,120,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Chrysococcyx_basalis,520,0,18374,17368,2763,5,17293,4,27,0,2,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martes_foina,2114,0,0,6105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lepus_europaeus,2254,0,7444,217331,1919,3398,194838,0,637,40,0,627,0,0,45308,12,1291,0,0,0,0,0,0,3665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anser_anser,6026,0,0,61127,485,0,324,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blicca_bjoerkna,104137,407,1336,9457,983,199,357,283,125,21511,6,4,4,0,0,0,0,0,90,0,0,0,13,9,9,0,3,0,0,0,4,0,0,0,7,0,0,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Halichoerus_grypus,7396,4,12,31711,114,0,31,2,0,66567,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phoca_vitulina,613,0,0,53792,357,0,462,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mesoplodon_bidens,10987,0,0,64755,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lagenorhynchus_albirostris,44912,0,0,49804,10,0,9,0,0,32461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bufo_viridis,2321,0,0,9192,161,0,255,6,0,86,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rana_dalmatina,20809,0,0,9063,280,3,818,11,25,11,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odocoileus_virginianus,220,55,2065,40613,375,0,21237,27,56,0,32,0,0,0,1869,0,0,0,14,0,3,0,4,1623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philander_opossum,407,0,4,7465,21,148,56885,0,4,3,0,0,0,0,277,7,0,0,0,0,27,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heteromys_desmarestianus,533,0,8,20465,66,266,24992,0,9,0,0,0,0,0,1342,122,0,0,0,0,15,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martes_martes,5252,0,0,2013,2,0,3,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spermophilus_citellus,1155,0,2321,282943,2985,28,52444,0,2847,54,2,0,0,0,0,0,0,17,0,0,329,0,443,54,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crocodylus_moreletii,4315,0,5,60670,9,3,33074,0,0,52510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acrocephalus_scirpaceus,571,0,3,34233,894,0,83,2,7,68,32,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,31,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papio_ursinus,992,0,1473,127555,95,268,16011,0,1500,6,0,0,0,0,2744,0,0,0,0,90,0,0,309,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crocodylus_niloticus,32814,3,122,50412,124,56,3209,5,43,6817,4,0,0,0,5,0,0,0,7,0,0,0,22163,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Aepyceros_melampus,2921,208,575,247027,684,77,6094,3,262,16,0,0,0,0,397,0,0,0,0,0,7,0,0,2500,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panthera_pardus,765,0,0,100464,4187,0,2825,0,0,11894,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chlorocebus_pygerythrus,14650,0,2173,177510,1775,553,21115,4,1736,8,4,0,2,0,5988,0,0,0,6,692,1840,0,326,53,0,56,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ceratotherium_simum,416,175,13724,125680,586,339,83827,167,193,26,7,10,0,0,19409,0,140,324,0,17,70,0,18,2687,0,1484,0,0,82,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giraffa_camelopardalis,10638,210,3494,325940,740,1988,112115,93,2821,31,193,0,0,0,8875,22,0,0,0,308,50,0,157,486,0,1308,0,3,591,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syncerus_caffer,950,0,50,116929,68,109,22743,24,3,0,0,0,0,0,343,0,0,0,0,0,9,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hippopotamus_amphibius,4370,0,207,261299,845,12,18012,6,20,68,0,0,0,0,23,0,0,8,0,0,0,0,9,157,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Equus_quagga,8559,163,14696,239300,2096,581,64005,677,2285,0,0,77,439,0,12781,9,47,339,0,210,297,0,76,2753,0,1434,0,0,2210,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Procyon_lotor,25755,0,4,151596,146,0,3124,2,0,28800,0,0,0,0,21,0,0,0,0,0,0,0,7873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camelus_bactrianus,554,87,10653,49651,47,877,25013,86,877,0,11,0,10,0,2559,10,0,0,0,50,20,0,0,354,0,1037,0,0,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calidris_alpina,802,2,3,5938,11,16,73,3,7,3366,0,0,3,0,2,18,0,0,0,0,0,0,2770,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canis_lupus,4469,8,4,286736,7849,0,57407,0,0,37987,6,0,0,0,0,0,0,0,0,0,0,0,584,107,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eliomys_quercinus,250,0,0,98187,316,0,9,0,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glis_glis,59039,11,4,31750,93,0,1077,15,0,29,0,0,0,0,2,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vipera_ursinii,168033,45,1674,73320,801,1830,72454,8,481,2553,53,0,2,4,6953,0,22,0,71,26,151,0,21,846,36,5,0,0,23,2,11,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Sciurus_vulgaris,53,0,0,2334,8,3,4427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bufo_bufo,27777,52,22280,112380,864,6327,52684,19,0,220,106,0,7,0,185,7,434,0,146,0,2,0,0,673,94,0,3,0,0,0,9,0,0,0,6,0,0,0,26,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0
Aspius_aspius,822,25,13,12484,23,44,9,4,0,13729,0,0,0,0,0,0,0,0,7,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mus_musculus,146,0,0,17006,21,47,42048,0,2,9,0,0,0,0,0,9,0,0,0,0,0,0,30492,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asio_otus,681,0,70,14548,1606,62,2713,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_suaveolens,54543,6,47,691,465,0,10,0,0,0,0,0,4,0,0,0,0,3,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Cyprinus_carpio,23697,0,3,7153,21,77,97,3,3,780,4,0,0,0,0,0,0,0,26,0,0,0,48,5,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lagopus_muta,900,0,0,57380,5453,537,1766,0,15,34,0,0,0,0,1304,0,560,0,0,1014,0,0,799,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nomascus_gabriellae,1662,0,52,38752,840,35,55076,2,348,46,0,0,0,0,939,0,0,0,0,23,0,0,26,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parus_major,6894,310,96,32348,2052,5440,4947,10,0,397,10,0,21,0,20,2,922,43,0,3,0,0,36,201,0,0,0,449,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nyctereutes_procyonoides,1348,0,8,71918,2785,662,3118,6,195,3878,2,0,2,0,0,0,8,0,0,0,0,0,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cervus_elaphus,12325,577,11806,850870,1166,1528,311212,46,10309,149,7,0,2,0,10878,0,2,2,3,366,538,0,6,3135,3,932,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apodemus_flavicollis,1399,0,246,37307,167,2170,45884,0,86,16,0,0,0,0,0,3251,0,0,0,0,0,0,5288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Felis_catus,11221,0,6,187848,9831,44,74941,0,0,4289,0,0,0,0,2,2,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corvus_corone,1708,0,0,22695,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nycticebus_pygmaeus,10308,0,96,22098,4972,232,46373,0,281,932,0,0,0,0,15416,0,19,0,0,86,170,0,12712,4,0,48,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trachypithecus_hatinhensis,17898,158,825,48429,352,841,2975,0,141,7,0,0,0,0,320,0,0,0,0,25,0,0,22,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trachypithecus_delacouri,19452,115,359,67729,68,1509,7627,0,60,15,0,0,0,0,647,0,0,0,0,0,0,0,31,6,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nomascus_siki,19439,0,0,37774,2854,57,16326,0,8,18,0,0,0,0,0,0,0,0,0,0,98,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Testudo_hermanni,304,78,19,30799,1315,73,3412,0,0,1694,0,0,0,0,357,0,8,0,0,4,0,0,249,2097,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Circus_aeruginosus,26496,0,0,3268,0,0,11,0,0,42587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Branta_leucopsis,109895,0,10,54470,1813,0,246,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trichosurus_vulpecula,431,0,533,131955,15,239,2491,0,4346,7,0,0,0,0,1333,0,827,0,0,528,0,0,880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Macropus_giganteus,11767,91,7279,82266,31167,45,18946,0,248,608,0,0,0,0,104,0,0,0,4,0,2,0,288,857,0,0,0,0,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dromaius_novaehollandiae,75008,3,46,14935,440,0,2446,14,41,0,5,0,11,0,0,0,0,0,35,0,0,0,158,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Gallus_gallus,555,0,0,58059,339,23,28,2,0,7,22,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carassius_gibelio,26906,526,905,12007,1239,203,367,408,155,3411,5,0,19,2,0,0,2,0,304,0,0,0,5,6,0,0,21,0,0,0,3,0,0,0,4,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Meleagris_gallopavo,3570,0,11,85981,467,0,24,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leuciscus_idus,8283,10,20,9129,405,266,888,0,5,47309,0,0,0,0,0,0,13,0,0,0,0,0,15,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phocoena_phocoena,2340,0,3,28342,72,0,420,0,0,31641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Balaenoptera_borealis,627,0,132,23391,98,711,54016,0,19,122,0,0,0,0,4672,68,0,0,0,73,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anas_platyrhynchos,2925,0,2,76934,553,6,198,2,0,522,0,0,0,0,0,0,0,13,0,0,0,0,1416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Manis_temminckii,62505,0,6,4426,17,0,18,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lissotriton_vulgaris,4533,88,202,61,301,47,2502,131,0,0,120,3,3,6,0,0,0,7,283,0,0,0,0,3,0,0,0,0,0,0,4,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Natrix_natrix,51292,33,66,3593,3692,0,6275,18,2,1996,17,0,2,0,0,5,0,0,25,0,0,0,0,0,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Potos_flavus,22920,2,31,3526,26,0,76,10,0,185,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Choloepus_hoffmanni,4285,0,42970,55924,19209,237,37386,0,422,97,0,0,0,0,0,0,0,0,4,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamandua_mexicana,58386,7,4337,54364,339,96,31704,0,6,12466,3,0,0,2,3,0,3,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradypus_variegatus,2718,220,18634,65152,915,211,11471,0,233,15,0,0,0,0,2,0,17,2,0,0,0,0,3,1836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lepus_tolai,186,0,3,65306,2227,118,8686,0,0,25,0,0,0,0,0,0,24,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gazella_subgutturosa,448,35,1315,49202,160,214,11994,3,501,11,3,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strix_uralensis,26259,0,0,45550,3160,0,4965,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dendrocopos_major,22237,0,0,74822,45,0,65,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caprimulgus_europaeus,34836,0,0,28855,9,0,16,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capreolus_capreolus,993,0,93,63368,198,18,35564,0,707,17,0,0,0,0,0,0,0,0,0,0,515,0,237,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lutra_lutra,967,0,0,77300,21,18,1429,0,41,10,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tringa_glareola,89980,0,3,150,0,0,10,0,0,17,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Esox_lucius,58644,5,6,37725,11,0,7079,2,14,73959,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dama_dama,1113,127,999,152980,405,638,48615,18,537,41,0,0,0,0,2300,0,0,0,0,36,20,0,7,855,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ovis_aries,374,22,513,56875,167,233,23001,0,608,0,0,0,0,0,129,0,0,0,0,137,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Porites_lobata,186009,237,175,51,36,48,2360,20,685,93,979,8,104,8,29,0,0,37,8,0,2,0,0,0,11,11,6,0,0,246,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,0,0
Pocillopora_elegans,183608,293,228,21,90,149,3019,25,9627,168,539,19,41,0,89,0,0,2,57,0,0,0,3,0,33,5,20,0,0,12,15,9,0,0,0,14,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,4,0,0
Acropora_hyacinthus,39601,817,1547,33,129,140,5694,84,3405,91,994,22,226,0,5,0,0,29,93,17,0,5,0,0,4,4,51,0,0,52,16,0,2,0,0,0,0,2,0,0,4,0,0,2,9,0,0,0,0,0,0,0,0,0,14,0,0
Stegastes_nigricans,134862,47704,16916,22092,6293,7938,24874,2130,13554,12723,2867,293,799,130,0,0,0,85,2455,0,0,17,375,0,164,0,1080,0,0,164,451,23,98,0,36,105,53,30,55,0,0,0,18,0,0,38,0,0,18,0,0,0,0,0,0,0,0
,19758.86,2246.845,2665.63,59620.96,1664.945,880.165,19179.98,136.475,1068.96,4905.085,77.645,25.305,52.65,25.925,1630.05,41.045,60.05,55.03,49.6,33.785,29.985,2.005,660.61,383.64,6.18,123.335,26.19,9.93,33.04,11.81,3.395,0.31,0.5,4.895,1.435,13.38,0.37,0.45,1.46,0.455,0.375,0.01,1.085,0.4,0.805,0.42,1.225,0.44,0.09,0.075,0.015,0.04,0.015,0.02,0.105,0.02,0.01
